,count,mean,std,min,25%,50%,75%,max
PS1_t3289,2205.0,166.5838684807256,7.861378274610899,159.63,162.95,164.03,166.11,189.01
PS1_t3290,2205.0,166.5836598639456,7.862783756731842,159.57,162.98,164.06,166.13,189.03
PS1_t3291,2205.0,166.58120634920638,7.861818596705827,159.57,162.98,164.04,166.13,189.09
PS1_t3292,2205.0,166.57932879818597,7.859308115234518,159.53,162.98,164.04,166.11,189.01
PS1_t3293,2205.0,166.5834058956916,7.858818376847359,159.52,163.0,164.04,166.11,189.06
PS1_t3294,2205.0,166.5842993197279,7.859436715315856,159.68,163.01,164.04,166.11,189.07
PS1_t3295,2205.0,166.5815419501134,7.862764985114826,159.63,162.98,164.03,166.1,189.07
PS1_t3296,2205.0,166.58213605442177,7.862595817806289,159.46,162.98,164.04,166.1,189.02
PS1_t3297,2205.0,166.5812199546485,7.8624389644240225,159.59,163.0,164.03,166.1,189.07
PS1_t3298,2205.0,166.57756009070295,7.861979942587253,159.66,163.01,164.03,166.11,189.12
PS1_t3299,2205.0,166.57902494331066,7.858106805117235,159.63,163.0,164.03,166.1,188.96
PS1_t3300,2205.0,166.58172789115645,7.857236908198029,159.59,163.0,164.06,166.11,189.03
PS1_t3301,2205.0,166.57949206349207,7.861235657177115,159.73,163.0,164.06,166.11,189.25
PS1_t3302,2205.0,166.57767346938778,7.864352519227944,159.56,162.96,164.06,166.11,189.09
PS1_t3303,2205.0,166.5797777777778,7.861637644724346,159.59,162.98,164.04,166.13,188.99
PS1_t3304,2205.0,166.5794557823129,7.860398460034751,159.57,163.0,164.06,166.11,189.07
PS1_t3305,2205.0,166.57866666666666,7.860675254887135,159.73,163.01,164.04,166.1,189.14
PS1_t3306,2205.0,166.58209523809523,7.859328249050028,159.68,162.98,164.06,166.1,189.17
PS1_t3307,2205.0,166.58241723356008,7.855017557206494,159.52,163.01,164.06,166.13,189.01
PS1_t3308,2205.0,166.57951020408163,7.859263046889885,159.61,162.98,164.06,166.1,189.12
PS1_t3309,2205.0,166.5804716553288,7.8637824928621125,159.64,162.98,164.06,166.1,189.15
PS1_t3310,2205.0,166.5829433106576,7.861201384275506,159.64,163.0,164.06,166.13,189.01
PS1_t3311,2205.0,166.58207709750567,7.859053193567049,159.44,162.98,164.06,166.11,189.01
PS1_t3312,2205.0,166.58117006802723,7.85978340554266,159.59,162.98,164.04,166.1,189.14
PS1_t3313,2205.0,166.58204535147394,7.860587836880776,159.64,162.98,164.04,166.11,189.06
PS1_t3314,2205.0,166.58096145124716,7.8624776266196195,159.64,162.98,164.06,166.11,188.99
PS1_t3315,2205.0,166.579410430839,7.86231249242076,159.61,162.98,164.04,166.09,189.01
PS1_t3316,2205.0,166.5813968253968,7.863279111974923,159.68,162.98,164.04,166.1,189.03
PS1_t3317,2205.0,166.58193197278914,7.864245768717855,159.67,162.98,164.06,166.11,189.04
PS1_t3318,2205.0,166.57819047619049,7.860409540782231,159.52,162.98,164.06,166.09,189.07
PS1_t3319,2205.0,166.57595918367346,7.85913136863589,159.64,162.96,164.04,166.1,189.02
PS1_t3320,2205.0,166.57697505668932,7.861000918858378,159.67,162.96,164.04,166.1,188.97
PS1_t3321,2205.0,166.57639909297052,7.8609541754456576,159.64,162.98,164.04,166.1,189.02
PS1_t3322,2205.0,166.5749297052154,7.862265277690682,159.46,163.0,164.04,166.1,189.02
PS1_t3323,2205.0,166.57673469387757,7.862988932910472,159.59,163.0,164.04,166.11,189.02
PS1_t3324,2205.0,166.57809070294783,7.861074726386857,159.57,162.98,164.04,166.11,189.06
PS1_t3325,2205.0,166.57419501133785,7.860371034642303,159.5,162.96,164.04,166.1,189.02
PS1_t3326,2205.0,166.57290702947847,7.857946758100954,159.61,162.98,164.04,166.1,189.02
PS1_t3327,2205.0,166.57442630385486,7.859061614162733,159.56,162.98,164.06,166.11,189.03
PS1_t3328,2205.0,166.57545578231293,7.862804966168093,159.7,162.98,164.06,166.11,189.01
PS1_t3329,2205.0,166.57433560090703,7.861893026255601,159.54,162.96,164.04,166.1,189.09
PS1_t3330,2205.0,166.57632653061228,7.860994544526956,159.56,162.96,164.04,166.1,189.03
PS1_t3331,2205.0,166.58004535147393,7.860598824630975,159.63,162.98,164.06,166.1,189.06
PS1_t3332,2205.0,166.5769977324263,7.859460606084708,159.54,162.96,164.04,166.09,189.05
PS1_t3333,2205.0,166.57558276643994,7.859055476565355,159.61,162.98,164.04,166.11,189.02
PS1_t3334,2205.0,166.57667120181407,7.859675449404597,159.62,162.98,164.06,166.1,188.95
PS1_t3335,2205.0,166.57643083900226,7.861835114400306,159.7,162.98,164.04,166.09,189.02
PS1_t3336,2205.0,166.5765850340136,7.861673063086816,159.62,163.0,164.04,166.08,189.06
PS1_t3337,2205.0,166.57704308390024,7.860011231043863,159.59,162.96,164.06,166.09,188.99
PS1_t3338,2205.0,166.57601814058955,7.8587366112434145,159.38,162.98,164.04,166.1,189.12
PS1_t3339,2205.0,166.57601814058955,7.85895847615823,159.53,163.0,164.04,166.1,189.18
PS1_t3340,2205.0,166.57536507936507,7.860193614792745,159.68,162.98,164.04,166.1,189.03
PS1_t3341,2205.0,166.5748299319728,7.858996690109192,159.56,162.98,164.06,166.11,188.94
PS1_t3342,2205.0,166.57526984126983,7.859316011523247,159.64,162.98,164.04,166.1,189.03
PS1_t3343,2205.0,166.5766848072562,7.862271808914451,159.65,162.96,164.04,166.1,189.07
PS1_t3344,2205.0,166.57636734693878,7.86354268958179,159.64,162.96,164.06,166.1,189.15
PS1_t3345,2205.0,166.57351927437642,7.860388818768964,159.61,162.96,164.06,166.1,189.01
PS1_t3346,2205.0,166.57267573696146,7.859682522380262,159.63,162.98,164.03,166.09,189.09
PS1_t3347,2205.0,166.5741814058957,7.860252620345176,159.61,162.95,164.04,166.1,189.1
PS1_t3348,2205.0,166.57525623582765,7.861346596970981,159.64,162.94,164.03,166.1,189.03
PS1_t3349,2205.0,166.57602721088435,7.862456172160856,159.65,162.98,164.04,166.09,188.97
PS1_t3350,2205.0,166.57746485260768,7.863624083358552,159.7,162.98,164.04,166.1,188.99
PS1_t3351,2205.0,166.57680272108843,7.863406297665819,159.59,162.95,164.03,166.11,189.05
PS1_t3352,2205.0,166.57522902494333,7.860635529639361,159.48,162.98,164.03,166.09,189.01
PS1_t3353,2205.0,166.57507936507938,7.858763067236796,159.51,163.0,164.04,166.09,188.98
PS1_t3354,2205.0,166.5767256235828,7.860133371887956,159.64,162.98,164.03,166.1,189.01
PS1_t3355,2205.0,166.57502947845805,7.86184360704159,159.69,162.96,164.02,166.09,189.03
PS1_t3356,2205.0,166.57213605442178,7.861825800535136,159.65,163.0,164.02,166.09,189.02
PS1_t3357,2205.0,166.5729433106576,7.861352773023291,159.57,162.96,164.03,166.1,189.03
PS1_t3358,2205.0,166.5730657596372,7.861695550629754,159.62,162.94,164.03,166.11,189.05
PS1_t3359,2205.0,166.57068027210883,7.861589344040673,159.56,162.98,164.02,166.1,189.02
PS1_t3360,2205.0,166.57078004535146,7.859445484863877,159.53,162.98,164.01,166.1,188.96
PS1_t3361,2205.0,166.57262131519275,7.861043345016708,159.61,162.98,164.01,166.11,189.05
PS1_t3362,2205.0,166.5724671201814,7.863710603463288,159.56,162.98,164.03,166.1,189.06
PS1_t3363,2205.0,166.57152380952382,7.864264528223409,159.61,163.0,164.04,166.11,189.09
PS1_t3364,2205.0,166.57238095238094,7.863072743934557,159.56,162.98,164.04,166.11,189.1
PS1_t3365,2205.0,166.57370521541952,7.861436275987428,159.54,162.98,164.04,166.1,189.28
PS1_t3366,2205.0,166.57168253968254,7.860421465548245,159.56,163.01,164.04,166.1,189.2
PS1_t3367,2205.0,166.5719047619048,7.8602144752605945,159.63,163.0,164.03,166.1,189.02
PS1_t3368,2205.0,166.57368253968252,7.861236213176316,159.69,162.96,164.04,166.1,189.04
PS1_t3369,2205.0,166.5739501133787,7.862136516589856,159.67,163.0,164.04,166.09,189.18
PS1_t3370,2205.0,166.57427210884356,7.863852827150613,159.7,163.0,164.03,166.11,189.2
PS1_t3371,2205.0,166.57547392290252,7.862536610752424,159.72,162.98,164.03,166.13,189.12
PS1_t3372,2205.0,166.57521541950112,7.859868114656786,159.73,162.98,164.02,166.11,189.16
PS1_t3373,2205.0,166.57439002267574,7.859504525761341,159.67,162.98,164.04,166.1,189.29
PS1_t3374,2205.0,166.57228571428573,7.861272660345167,159.56,162.98,164.02,166.1,189.16
PS1_t3375,2205.0,166.57223582766437,7.8629275013654105,159.72,162.95,164.03,166.1,189.02
PS1_t3376,2205.0,166.57357823129252,7.863062013180321,159.78,162.96,164.02,166.1,189.15
PS1_t3377,2205.0,166.57276643990932,7.863900714569137,159.76,162.98,164.03,166.11,189.21
PS1_t3378,2205.0,166.57149659863947,7.864953282548583,159.68,162.98,164.03,166.1,189.16
PS1_t3379,2205.0,166.57078458049884,7.862625198962675,159.72,162.96,164.03,166.1,189.09
PS1_t3380,2205.0,166.57109297052153,7.859815394368278,159.64,163.0,164.02,166.1,189.04
PS1_t3381,2205.0,166.56965532879818,7.860891439189064,159.69,162.95,164.02,166.11,189.04
PS1_t3382,2205.0,166.57078458049887,7.863245952330384,159.62,162.94,164.04,166.1,189.06
PS1_t3383,2205.0,166.5702585034014,7.862667890020133,159.69,162.98,164.03,166.09,189.09
PS1_t3384,2205.0,166.5688616780045,7.863874615980815,159.62,163.0,164.03,166.1,189.04
PS1_t3385,2205.0,166.56750566893422,7.864048957616841,159.54,162.95,164.03,166.09,189.09
PS1_t3386,2205.0,166.56614058956916,7.860679502419224,159.67,162.95,164.03,166.08,189.02
PS1_t3387,2205.0,166.56819501133788,7.8608322910869814,159.73,162.98,164.02,166.1,188.97
PS1_t3388,2205.0,166.5679501133787,7.861048807572813,159.7,162.95,164.01,166.09,189.04
PS1_t3389,2205.0,166.56648526077097,7.8627432910047945,159.72,162.95,164.02,166.09,189.05
PS1_t3390,2205.0,166.57018140589568,7.863315926099296,159.68,162.98,164.03,166.09,189.06
PS1_t3391,2205.0,166.57268934240363,7.862532771022841,159.7,162.96,164.03,166.1,189.02
PS1_t3392,2205.0,166.56921088435377,7.861124062026675,159.59,162.95,164.02,166.09,189.07
PS1_t3393,2205.0,166.56763265306122,7.8598481996549605,159.72,162.96,164.02,166.08,189.1
PS1_t3394,2205.0,166.5704761904762,7.8614413309750635,159.65,162.96,164.01,166.1,188.98
PS1_t3395,2205.0,166.57147845804988,7.86336703315485,159.65,162.95,164.02,166.1,188.96
PS1_t3396,2205.0,166.5703492063492,7.863947267135401,159.66,162.96,164.03,166.09,189.02
PS1_t3397,2205.0,166.57061224489797,7.861671945999184,159.64,163.0,164.03,166.09,189.03
PS1_t3398,2205.0,166.5700090702948,7.859028972354183,159.77,162.96,164.03,166.1,189.06
PS1_t3399,2205.0,166.56672562358276,7.861072241571509,159.8,162.93,164.03,166.08,189.07
PS1_t3400,2205.0,166.56624943310658,7.8613990687968585,159.69,162.98,164.04,166.09,189.07
PS1_t3401,2205.0,166.56884807256236,7.860677673197045,159.63,163.0,164.03,166.1,188.99
PS1_t3402,2205.0,166.56832653061227,7.8615503856956925,159.73,162.95,164.03,166.1,189.01
PS1_t3403,2205.0,166.56785941043083,7.863524430459212,159.62,162.96,164.04,166.09,189.1
PS1_t3404,2205.0,166.57243990929703,7.861873904198722,159.62,162.98,164.06,166.09,189.05
PS1_t3405,2205.0,166.57098866213153,7.859806117083758,159.72,162.95,164.04,166.1,189.02
PS1_t3406,2205.0,166.56390476190475,7.859721369107177,159.64,162.94,164.02,166.09,189.05
PS1_t3407,2205.0,166.56632199546485,7.860108582515878,159.7,162.98,164.02,166.09,189.09
PS1_t3408,2205.0,166.57223129251702,7.860801492261745,159.61,162.98,164.02,166.1,189.05
PS1_t3409,2205.0,166.57101133786847,7.861675985076974,159.73,162.95,164.04,166.09,189.09
PS1_t3410,2205.0,166.56840816326533,7.864693373933598,159.76,162.95,164.03,166.1,189.09
PS1_t3411,2205.0,166.56991836734696,7.864730361518747,159.64,162.98,164.03,166.1,189.15
PS1_t3412,2205.0,166.57138775510202,7.861722435459632,159.62,162.96,164.04,166.1,189.09
PS1_t3413,2205.0,166.56775056689344,7.861065762325492,159.67,162.94,164.04,166.08,188.98
PS1_t3414,2205.0,166.56945578231293,7.863546623068145,159.7,162.98,164.03,166.09,189.04
PS1_t3415,2205.0,166.57154195011339,7.864108247522544,159.61,162.98,164.03,166.1,189.09
PS1_t3416,2205.0,166.5674739229025,7.863132045631528,159.67,162.93,164.04,166.09,189.03
PS1_t3417,2205.0,166.56404535147394,7.863074137900761,159.72,162.95,164.03,166.1,188.99
PS1_t3418,2205.0,166.5674195011338,7.862950523390413,159.7,162.96,164.03,166.1,189.1
PS1_t3419,2205.0,166.56764172335602,7.862381646928666,159.66,162.94,164.04,166.09,189.13
PS1_t3420,2205.0,166.5638866213152,7.861445763219822,159.75,162.95,164.04,166.1,189.02
PS1_t3421,2205.0,166.56426757369616,7.86201590403996,159.68,162.98,164.0,166.1,188.98
PS1_t3422,2205.0,166.565768707483,7.864258197522267,159.73,162.95,164.03,166.09,189.05
PS1_t3423,2205.0,166.56361904761903,7.866366275781658,159.75,162.96,164.03,166.08,189.02
PS1_t3424,2205.0,166.56162358276643,7.862749717240084,159.68,162.96,164.02,166.09,189.05
PS1_t3425,2205.0,166.56471655328798,7.860168623702261,159.69,163.0,164.01,166.09,189.03
PS1_t3426,2205.0,166.5650430839002,7.863529225983004,159.64,162.98,164.03,166.08,189.03
PS1_t3427,2205.0,166.56404535147394,7.865882805053892,159.65,162.98,164.03,166.09,189.09
PS1_t3428,2205.0,166.56763718820864,7.863246657645898,159.67,163.0,164.02,166.1,189.03
PS1_t3429,2205.0,166.56838095238095,7.862546221504803,159.67,162.98,164.02,166.09,189.05
PS1_t3430,2205.0,166.56630385487526,7.86522698609767,159.7,162.96,164.04,166.08,189.05
PS1_t3431,2205.0,166.5672925170068,7.862358534914673,159.69,162.98,164.03,166.1,189.07
PS1_t3432,2205.0,166.56873922902494,7.859737787169275,159.7,162.98,164.03,166.09,189.03
PS1_t3433,2205.0,166.56733333333332,7.86076635545796,159.81,162.98,164.03,166.09,188.98
PS1_t3434,2205.0,166.56643990929706,7.8643650498694395,159.68,162.98,164.04,166.09,189.12
PS1_t3435,2205.0,166.56790929705215,7.865862435937824,159.65,162.98,164.02,166.1,189.09
PS1_t3436,2205.0,166.5672970521542,7.864581429253834,159.63,162.96,164.03,166.09,189.07
PS1_t3437,2205.0,166.56622222222222,7.864948130059467,159.67,162.95,164.04,166.09,189.05
PS1_t3438,2205.0,166.5687755102041,7.864000482045644,159.68,163.01,164.02,166.11,189.05
PS1_t3439,2205.0,166.56888435374148,7.86273719719047,159.73,163.0,164.01,166.1,189.15
PS1_t3440,2205.0,166.56644897959185,7.863240665517182,159.78,162.96,164.03,166.08,189.09
PS1_t3441,2205.0,166.5670068027211,7.866123183660189,159.68,162.98,164.02,166.09,189.01
PS1_t3442,2205.0,166.56860770975058,7.867148989563355,159.7,162.98,164.02,166.09,189.02
PS1_t3443,2205.0,166.56725170068026,7.86491510059788,159.72,162.98,164.03,166.07,189.05
PS1_t3444,2205.0,166.56539682539682,7.862294278057849,159.73,162.98,164.03,166.08,189.03
PS1_t3445,2205.0,166.56685260770976,7.86330643514908,159.66,163.01,164.02,166.08,189.05
PS1_t3446,2205.0,166.5673378684807,7.86606535397682,159.64,162.98,164.03,166.08,189.03
PS1_t3447,2205.0,166.56504761904765,7.86494352904479,159.68,162.96,164.03,166.08,189.01
PS1_t3448,2205.0,166.5658231292517,7.863716836351252,159.63,162.96,164.04,166.09,189.03
PS1_t3449,2205.0,166.56739229024944,7.863343292966674,159.66,162.96,164.03,166.08,189.05
PS1_t3450,2205.0,166.56673469387755,7.864036761019958,159.67,162.96,164.03,166.08,189.01
PS1_t3451,2205.0,166.56712471655328,7.860782304838215,159.77,162.96,164.04,166.08,189.1
PS1_t3452,2205.0,166.56675283446708,7.857527710401946,159.65,163.0,164.03,166.09,189.09
PS1_t3453,2205.0,166.566462585034,7.860621722828454,159.59,162.98,164.04,166.09,189.12
PS1_t3454,2205.0,166.56834920634918,7.8642086488672165,159.59,162.96,164.04,166.09,189.06
PS1_t3455,2205.0,166.56967800453515,7.862484335341795,159.75,162.98,164.03,166.1,189.02
PS1_t3456,2205.0,166.5693560090703,7.861036217950737,159.65,163.0,164.02,166.09,189.05
PS1_t3457,2205.0,166.56772335600908,7.862221732291483,159.59,162.98,164.03,166.08,189.09
PS1_t3458,2205.0,166.56678004535146,7.862121519122736,159.57,162.95,164.03,166.1,189.04
PS1_t3459,2205.0,166.56614058956916,7.8638688986170004,159.66,162.98,164.01,166.09,189.01
PS1_t3460,2205.0,166.56448526077094,7.86521737442725,159.63,162.96,164.03,166.09,189.07
PS1_t3461,2205.0,166.56279365079362,7.866894462849673,159.7,162.95,164.03,166.09,189.06
PS1_t3462,2205.0,166.56347392290252,7.865852281778599,159.72,162.98,164.03,166.09,189.07
PS1_t3463,2205.0,166.5642403628118,7.862524475697817,159.62,162.98,164.03,166.08,189.06
PS1_t3464,2205.0,166.56349659863946,7.8614461888528435,159.66,162.95,164.03,166.08,189.1
PS1_t3465,2205.0,166.56385487528345,7.862383386719584,159.64,162.96,164.02,166.09,188.98
PS1_t3466,2205.0,166.5641678004535,7.866288469295736,159.69,162.98,164.03,166.08,189.01
PS1_t3467,2205.0,166.564589569161,7.865876115028077,159.57,162.94,164.02,166.08,189.04
PS1_t3468,2205.0,166.565768707483,7.864726606923595,159.7,162.94,164.03,166.08,189.09
PS1_t3469,2205.0,166.56693424036283,7.863889352675198,159.69,162.98,164.02,166.08,188.99
PS1_t3470,2205.0,166.5669931972789,7.863453531113356,159.73,162.98,164.02,166.08,189.07
PS1_t3471,2205.0,166.5657052154195,7.863945166912008,159.67,162.95,164.02,166.08,189.07
PS1_t3472,2205.0,166.56667120181407,7.863411323570552,159.67,162.94,164.02,166.1,188.99
PS1_t3473,2205.0,166.56731065759638,7.865124515503467,159.76,162.98,164.02,166.09,188.96
PS1_t3474,2205.0,166.56660317460316,7.866358118237676,159.62,162.96,164.04,166.08,189.06
PS1_t3475,2205.0,166.56668480725622,7.865359292456307,159.68,162.96,164.03,166.09,189.03
PS1_t3476,2205.0,166.56736961451247,7.863510387782786,159.56,162.96,164.03,166.1,188.97
PS1_t3477,2205.0,166.5658911564626,7.861390847035509,159.64,162.95,164.03,166.09,188.97
PS1_t3478,2205.0,166.56394557823128,7.861757222234502,159.66,162.95,164.02,166.1,188.96
PS1_t3479,2205.0,166.56458049886623,7.864272722403633,159.64,162.98,164.02,166.1,188.97
PS1_t3480,2205.0,166.5639954648526,7.8653067817666384,159.72,162.98,164.03,166.09,189.06
PS1_t3481,2205.0,166.56220408163264,7.86445221618716,159.72,162.98,164.03,166.08,189.02
PS1_t3482,2205.0,166.56414058956918,7.864273938575102,159.54,162.96,164.03,166.09,189.09
PS1_t3483,2205.0,166.56339229024945,7.8634591470651785,159.51,162.98,164.03,166.08,189.05
PS1_t3484,2205.0,166.5607800453515,7.862390595129575,159.63,162.98,164.03,166.08,189.01
PS1_t3485,2205.0,166.56156009070295,7.862448480791913,159.62,162.98,164.03,166.09,188.93
PS1_t3486,2205.0,166.56536507936508,7.864925140983918,159.57,163.0,164.03,166.09,188.94
PS1_t3487,2205.0,166.5671700680272,7.8643694457432485,159.57,163.0,164.03,166.08,189.01
PS1_t3488,2205.0,166.56575963718822,7.862657575123783,159.57,163.0,164.01,166.08,189.06
PS1_t3489,2205.0,166.56581859410431,7.861189357590701,159.59,162.98,164.01,166.09,189.05
PS1_t3490,2205.0,166.56883446712018,7.862396217192659,159.59,162.98,164.01,166.09,189.04
PS1_t3491,2205.0,166.56660770975057,7.8646646990411115,159.69,162.96,164.01,166.09,189.1
PS1_t3492,2205.0,166.56444444444443,7.863493357780652,159.73,162.98,164.01,166.1,189.04
PS1_t3493,2205.0,166.56634467120182,7.862927018404523,159.76,162.98,164.02,166.1,189.01
PS1_t3494,2205.0,166.56772789115644,7.863159687476197,159.63,163.0,164.02,166.09,189.04
PS1_t3495,2205.0,166.56703401360545,7.862278253127704,159.66,162.98,164.02,166.1,189.12
PS1_t3496,2205.0,166.56475736961454,7.8605469276284206,159.77,162.98,164.02,166.11,189.09
PS1_t3497,2205.0,166.56514739229027,7.860997592963492,159.7,163.0,164.03,166.09,188.99
PS1_t3498,2205.0,166.56287528344672,7.863332475951954,159.67,163.0,164.02,166.09,189.1
PS1_t3499,2205.0,166.56208616780046,7.864604636057744,159.77,163.0,164.03,166.1,189.04
PS1_t3500,2205.0,166.56408163265306,7.862889578012596,159.73,163.0,164.02,166.09,188.96
PS1_t3501,2205.0,166.56251247165534,7.863870468677808,159.62,162.98,164.03,166.09,189.09
PS1_t3502,2205.0,166.5608299319728,7.866272566668063,159.56,162.98,164.02,166.08,188.99
PS1_t3503,2205.0,166.56114285714287,7.8643275136135635,159.68,163.0,164.01,166.08,189.06
PS1_t3504,2205.0,166.56065759637187,7.863572310705937,159.73,163.0,164.02,166.08,189.09
PS1_t3505,2205.0,166.55908390022677,7.864720749236156,159.73,162.98,164.01,166.08,189.06
PS1_t3506,2205.0,166.5612879818594,7.865508659395243,159.63,162.98,164.02,166.08,189.03
PS1_t3507,2205.0,166.5639501133787,7.864565333390818,159.56,162.98,164.01,166.08,189.01
PS1_t3508,2205.0,166.5625714285714,7.862289521216228,159.63,162.98,164.02,166.08,189.05
PS1_t3509,2205.0,166.5618140589569,7.864420856044132,159.67,162.96,164.02,166.09,189.06
PS1_t3510,2205.0,166.56341043083899,7.86699660293667,159.67,162.95,164.03,166.09,189.09
PS1_t3511,2205.0,166.5626485260771,7.864897447322504,159.66,162.98,164.03,166.08,189.13
PS1_t3512,2205.0,166.56191383219956,7.863926297178387,159.62,162.98,164.03,166.1,188.95
PS1_t3513,2205.0,166.56402267573696,7.866784431153364,159.52,162.96,164.01,166.09,189.04
PS1_t3514,2205.0,166.5652970521542,7.8678039207060975,159.59,162.98,164.03,166.09,189.02
PS1_t3515,2205.0,166.5634195011338,7.86311793127651,159.66,162.96,164.03,166.09,189.04
PS1_t3516,2205.0,166.56143310657595,7.862450657455216,159.75,162.96,164.04,166.1,188.95
PS1_t3517,2205.0,166.5615963718821,7.864698423842484,159.63,162.94,164.04,166.08,189.03
PS1_t3518,2205.0,166.56191836734695,7.8641090099037205,159.61,162.96,164.03,166.09,188.96
PS1_t3519,2205.0,166.5602358276644,7.861780393822637,159.66,162.96,164.02,166.08,188.99
PS1_t3520,2205.0,166.56016780045348,7.863015249850412,159.61,162.94,164.02,166.08,188.99
PS1_t3521,2205.0,166.5602176870748,7.865593171636933,159.56,162.94,164.02,166.08,189.14
PS1_t3522,2205.0,166.55843990929705,7.86634762578742,159.68,162.94,164.02,166.08,189.02
PS1_t3523,2205.0,166.55749659863946,7.865652167526815,159.72,162.93,164.02,166.08,189.04
PS1_t3524,2205.0,166.55896145124717,7.865053754641182,159.52,162.96,164.01,166.07,189.13
PS1_t3525,2205.0,166.56057142857142,7.864791383293159,159.56,162.96,164.01,166.08,188.99
PS1_t3526,2205.0,166.5616371882086,7.864238926771362,159.65,162.95,164.02,166.08,188.98
PS1_t3527,2205.0,166.5612970521542,7.8623761287213725,159.68,162.96,164.03,166.09,189.09
PS1_t3528,2205.0,166.56048072562356,7.862972112395184,159.73,162.96,164.03,166.08,189.14
PS1_t3529,2205.0,166.56206802721087,7.866350023388865,159.73,162.98,164.02,166.09,189.07
PS1_t3530,2205.0,166.56409523809523,7.865705990307088,159.73,162.95,164.03,166.1,188.98
PS1_t3531,2205.0,166.56355555555555,7.865289107368425,159.69,162.98,164.01,166.09,189.05
PS1_t3532,2205.0,166.56167800453514,7.865247551879834,159.68,162.96,164.03,166.09,189.09
PS1_t3533,2205.0,166.56250340136052,7.864548899496404,159.57,162.96,164.03,166.1,189.03
PS1_t3534,2205.0,166.56110657596372,7.864961573556379,159.63,162.95,164.02,166.1,189.06
PS1_t3535,2205.0,166.56013605442175,7.864718955338046,159.68,162.95,164.01,166.09,189.05
PS1_t3536,2205.0,166.56259863945576,7.866288458102589,159.57,162.96,164.02,166.1,189.12
PS1_t3537,2205.0,166.56286621315192,7.86829280775058,159.73,162.95,164.02,166.09,189.01
PS1_t3538,2205.0,166.56059863945578,7.867435081361368,159.73,162.98,164.02,166.09,189.04
PS1_t3539,2205.0,166.55808163265306,7.865578285918809,159.73,162.95,164.03,166.09,189.05
PS1_t3540,2205.0,166.55908390022677,7.86528968495484,159.78,162.94,164.02,166.09,189.05
PS1_t3541,2205.0,166.55936507936508,7.8662599213496565,159.83,162.93,164.03,166.08,188.98
PS1_t3542,2205.0,166.55871655328798,7.865679898566791,159.65,162.96,164.03,166.08,189.09
PS1_t3543,2205.0,166.55840362811793,7.865307153289998,159.57,162.95,164.03,166.08,189.09
PS1_t3544,2205.0,166.55842630385484,7.864552841524427,159.77,162.95,164.04,166.07,188.98
PS1_t3545,2205.0,166.56019501133787,7.864535244826977,159.72,162.96,164.06,166.08,188.95
PS1_t3546,2205.0,166.55983673469385,7.863646395761903,159.68,162.94,164.04,166.09,189.03
PS1_t3547,2205.0,166.56065306122449,7.861665071979919,159.62,162.95,164.06,166.08,189.07
PS1_t3548,2205.0,166.56225850340135,7.861334123874449,159.73,162.95,164.03,166.09,188.97
PS1_t3549,2205.0,166.56043083900227,7.864211605690987,159.72,162.98,164.03,166.09,188.99
PS1_t3550,2205.0,166.56031292517005,7.866039259475889,159.62,162.98,164.04,166.08,189.02
PS1_t3551,2205.0,166.56396825396826,7.863223282419963,159.67,162.95,164.03,166.09,189.02
PS1_t3552,2205.0,166.5633469387755,7.862260960665698,159.66,162.98,164.03,166.1,188.99
PS1_t3553,2205.0,166.55963718820863,7.863331804864242,159.72,162.95,164.03,166.08,188.98
PS1_t3554,2205.0,166.56067120181405,7.86227115509589,159.59,162.96,164.02,166.09,189.04
PS1_t3555,2205.0,166.56219501133788,7.862656511131848,159.72,162.98,164.01,166.08,189.07
PS1_t3556,2205.0,166.55920181405898,7.865002269905765,159.77,162.96,164.02,166.08,189.01
PS1_t3557,2205.0,166.55883900226758,7.866328724305964,159.66,162.98,164.02,166.08,188.97
PS1_t3558,2205.0,166.56074829931973,7.864721150642413,159.7,162.98,164.03,166.07,189.06
PS1_t3559,2205.0,166.55729705215418,7.862039217537027,159.66,162.98,164.02,166.08,189.07
PS1_t3560,2205.0,166.55560090702946,7.861416407685474,159.72,162.98,164.03,166.07,189.01
PS1_t3561,2205.0,166.55823582766442,7.864111711535559,159.61,162.98,164.02,166.07,189.03
PS1_t3562,2205.0,166.55866213151927,7.864776276358559,159.72,163.0,164.01,166.07,189.06
PS1_t3563,2205.0,166.55716553287982,7.863331535829367,159.66,162.98,164.02,166.07,189.06
PS1_t3564,2205.0,166.55658956916102,7.863887410548901,159.73,162.96,164.03,166.06,188.96
PS1_t3565,2205.0,166.56020408163266,7.865270378974605,159.68,162.98,164.02,166.06,188.99
PS1_t3566,2205.0,166.55889342403628,7.865030817165966,159.67,162.98,164.03,166.07,189.14
PS1_t3567,2205.0,166.55709750566893,7.862154727675101,159.81,162.98,164.04,166.07,189.12
PS1_t3568,2205.0,166.5591836734694,7.861434610982021,159.69,162.98,164.02,166.07,188.98
PS1_t3569,2205.0,166.5591201814059,7.866288362452054,159.7,162.98,164.03,166.08,189.02
PS1_t3570,2205.0,166.55875283446713,7.866649326682254,159.73,162.96,164.03,166.08,189.09
PS1_t3571,2205.0,166.55964625850342,7.8623960504031185,159.77,162.98,164.03,166.09,189.09
PS1_t3572,2205.0,166.5607573696145,7.86237368031601,159.68,162.98,164.0,166.09,189.05
